"co_code","bsecode","nsesymbol","companyname","companyshortname","categoryname","isin","bsegroup","mcap","mcaptype","displaytype","sectorcode","sectorname","industrycode","industryname","bselistedflag","nselistedflag","BSEStatus","NSEStatus"
"76394","535420","NFTYTOTMKT","Nifty Total Market","Nifty Total Mar.","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"2323","500191","HMT","HMT Ltd","HMT","Company","INE262A01018","Z","2158.5","Small Cap","MAN","00000017","Consumer Durables","00000327","Watches & Accessories","Y","Y","Active","Active"
"2370","523523","RAINBOWPAP","Rainbow Papers Ltd","Rainbow Papers","Company","INE028D01025","Z","4.99","Small Cap","MAN","00000044","Paper","00000214","Paper - Medium / Small","Y","Y","Suspended","Suspended"
"2499","513369","undefined","Krishanveer Forge Ltd","Krishanveer Forg","Company","INE013J01016","XT","154.14","Small Cap","MAN","00000010","Castings, Forgings & Fastners","00000159","Forgings - Medium / Small","Y","N","Active","Not Listed"
"2759","507609","undefined","Olympic Oil Industries Ltd","Olympic Oil Ind.","Company","INE286E01019","X","7.24","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"2848","511333","VLSFINANCE","VLS Finance Ltd","VLS Finance","Company","INE709A01018","B","781.49","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","Y","Active","Active"
"3002","514266","undefined","Zenith Fibres Ltd","Zenith Fibres","Company","INE106C01013","X","21.89","Small Cap","MAN","00000062","Textiles","00000300","Textiles - Manmade - Polypropylene Filament Yarn","Y","N","Active","Not Listed"
"3045","531989","undefined","Deccan Polypacks Ltd","Deccan Polypacks","Company","INE132E01015","X","5.08","Small Cap","MAN","00000042","Packaging","00000209","Packaging - Polysacks","Y","N","Active","Not Listed"
"3067","509895","undefined","Hindoostan Mills Ltd","Hindoo. Mills","Company","INE832D01020","X","27.05","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000126","Engineering - Light - General - Medium / Small","Y","N","Active","Not Listed"
"3096","522152","undefined","Solitaire Machine Tools Ltd","Solitaire Mach.","Company","INE410A01013","X","43.56","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000188","Machine Tools - Others","Y","N","Active","Not Listed"
"3126","505537","ZEEL","Zee Entertainment Enterprises Ltd","Zee Entertainmen","Company","INE256A01028","A","10330.39","Small Cap","MAN","00000024","Entertainment","00000131","Entertainment - Electronic Media","Y","Y","Active","Active"
"3174","526143","MILTONPLAS","MPL Plastics Ltd","MPL Plastics","Company","INE343A01016","X","7.28","Small Cap","MAN","00000048","Plastic products","00000240","Plastics - Thermoware","Y","N","Active","Delisted"
"3196","520113","VESUVIUS","Vesuvius India Ltd","Vesuvius India","Company","INE386A01023","A","8961.73","Small Cap","MAN","00000053","Refractories","00000248","Refractories / Intermediates","Y","Y","Active","Active"
"3266","511389","VIDEOIND","Videocon Industries Ltd","Videocon Inds.","Company","INE703A01011","Z","242.48","Small Cap","MAN","00000017","Consumer Durables","00000105","Electronics - TV / Audio / VCR / VCP","Y","Y","Suspended","Suspended"
"3268","514318","undefined","Jattashankar Industries Ltd","Jattashankar Ind","Company","INE722N01014","X","229.6","Small Cap","MAN","00000062","Textiles","00000303","Textiles - Texturising","Y","N","Active","Not Listed"
"3392","500096","DABUR","Dabur India Ltd","Dabur India","Company","INE016A01026","A","70709.93","Mid Cap","MAN","00000027","FMCG","00000215","Personal Care - Indian - Large","Y","Y","Active","Active"
"3500","524314","undefined","Gujarat Terce Laboratories Ltd","Guj. Terce Labs.","Company","INE499G01013","X","29.31","Small Cap","MAN","00000046","Pharmaceuticals","00000227","Pharmaceuticals - Indian - Formulations","Y","N","Active","Not Listed"
"3559","526397","ALPHAGEO","Alphageo (India) Ltd","Alphageo (India)","Company","INE137C01018","T","209.21","Small Cap","MAN","00000039","Oil & Gas","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"3638","526443","undefined","Artificial Electronics Intelligent Material Ltd","Artificial Elect","Company","INE072B01027","X","242.91","Small Cap","MAN","00000076","Electronics","00000118","Electronics - Others","Y","N","Active","Not Listed"
"3722","500034","BAJFINANCE","Bajaj Finance Ltd","Bajaj Finance","Company","INE296A01032","A","680621.32","Large Cap","FIN","00000026","Finance","00000136","Finance - Large","Y","Y","Active","Active"
"3734","526433","undefined","ASM Technologies Ltd","ASM Technologies","Company","INE867C01010","B","6673.54","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Active","Not Listed"
"7509","532113","undefined","Brijlaxmi Leasing & Finance Ltd","Brijlaxmi Leas.","Company","INE957E01031","X","5.68","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"7601","532992","undefined","CHL Ltd","CHL","Company","INE790D01020","X","156.23","Small Cap","HOTEL","00000031","Hospitality","00000169","Hotels - Medium","Y","N","Active","Not Listed"
"7637","539196","undefined","Amba Enterprises Ltd","Amba Enterprises","Company","INE829P01020","X","140.4","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"7690","538965","undefined","Concord Drugs Ltd","Concord Drugs","Company","INE858L01010","X","98.81","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","N","Active","Not Listed"
"7837","513452","undefined","Elango Industries Ltd","Elango Industrie","Company","INE594D01018","XT","4.18","Small Cap","MAN","00000039","Power","00000329","Miscellaneous - Medium / Small","Y","N","Active","Not Listed"
"7919","532154","undefined","Johnson Pharmacare Ltd","Johnson Pharma","Company","INE560F01022","X","25.85","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"12208","531497","MADHUCON","Madhucon Projects Ltd","Madhucon Project","Company","INE378D01032","T","37.12","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000076","Construction - Civil / Turnkey - Medium / Small","Y","Y","Active","Active"
"12487","540790","undefined","Eastern Gases Ltd(Liquidated)","Eastern Gases","Company","INE846C01014","undefined","14.15","Small Cap","MAN","00000039","Oil & Gas","00000184","LPG Bottling","Y","N","Suspended","Not Listed"
"12674","531225","XTGLOBAL","XT Global Infotech Ltd","XT Global Infot.","Company","INE547B01028","B","382.25","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"12803","531444","undefined","Vardhman Concrete Ltd","Vardhman Concr.","Company","INE115C01014","Z","3.79","Small Cap","MAN","00000012","Cement - Products","00000048","Cement Products","Y","N","Suspended","Not Listed"
"13589","531436","undefined","Saffron Industries Ltd","Saffron Industri","Company","INE474D01013","X","19.01","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"13945","538610","undefined","Unison Metals Ltd","Unison Metals","Company","INE099D01026","XT","20.74","Small Cap","MAN","00000057","Steel","00000276","Steel - Rolling","Y","N","Active","Not Listed"
"14001","532513","TVSELECT","TVS Electronics Ltd","TVS Elec.","Company","INE236G01019","B","824.16","Small Cap","SOFTWARE","00000033","IT - Hardware","00000071","Computers - Peripherals / Accessories","Y","Y","Active","Active"
"14709","531717","VIDHIING","Vidhi Specialty Food Ingredients Ltd","Vidhi Specialty","Company","INE632C01026","B","1643.19","Small Cap","MAN","00000014","Chemicals","00000094","Dyes And Pigments - Medium / Small","Y","Y","Active","Active"
"14965","532366","PNBGILTS","PNB Gilts Ltd","PNB Gilts","Company","INE859A01011","B","1433.6","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","Y","Active","Active"
"14978","538962","MINDACORP","Minda Corporation Ltd","Minda Corp","Company","INE842C01021","A","17402.59","Small Cap","MAN","00000004","Auto Ancillaries","00000027","Auto Ancillaries - Instruments","Y","Y","Active","Active"
"15007","532387","PNC","Pritish Nandy Communications Ltd","Prit Nandy Comm.","Company","INE392B01011","B","26.43","Small Cap","MAN","00000024","Entertainment","00000340","Entertainment - Content Providers","Y","Y","Active","Active"
"15928","501110","undefined","Sunrise Industrial Traders Ltd","Sunrise Indl.","Company","INE371U01015","XT","0.37","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"16225","508982","undefined","Linkson International Ltd","Linkson Intl.","Company","INE996E01021","Z","29.97","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"16996","532531","STAR","Strides Pharma Science Ltd","Strides Pharma","Company","INE939A01011","A","9085.93","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","Y","Active","Active"
"5395","539598","undefined","AMPL Capital Ltd","AMPL Capital","Company","INE727C01024","X","178.18","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"5453","530439","undefined","Siddha Ventures Ltd","Siddha Ventures","Company","INE140C01012","X","4","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Active","Not Listed"
"5483","540755","GICRE","General Insurance Corporation of India","General Insuranc","Company","INE481Y01014","A","62386.46","Mid Cap","undefined","00000067","Insurance","00000342","General Insurance","Y","Y","Active","Active"
"5498","544344","SHRIPISTON","SPR Auto Technologies Ltd","SPR Auto Technologies","Company","INE526E01018","A","20245.74","Small Cap","MAN","00000004","Auto Ancillaries","00000016","Auto Ancillaries - Engine Parts","Y","Y","Active","Active"
"5686","530755","undefined","Coral Newsprints Ltd","Coral Newsprints","Company","INE715D01019","X","4.5","Small Cap","MAN","00000044","Paper","00000214","Paper - Medium / Small","Y","N","Active","Not Listed"
"5687","531953","undefined","GCCL Construction & Realities Ltd","GCCL Const.","Company","INE775C01015","XT","3.6","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","N","Suspended","Not Listed"
"5797","505232","VELJAN","Veljan Denison Ltd","Veljan Denison","Company","INE232E01013","T","803.34","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000172","Hydraulics","Y","Y","Active","Active"
"5950","531157","undefined","Organic Coatings Ltd","Organic Coatings","Company","INE412E01011","X","18.45","Small Cap","MAN","00000014","Chemicals","00000056","Chemicals - Speciality - Medium / Small","Y","N","Active","Not Listed"
"6185","531282","undefined","Virgo Polymers (India) Ltd","Virgo Polymers","Company","INE464H01015","XT","0.37","Small Cap","MAN","00000042","Packaging","00000209","Packaging - Polysacks","Y","N","Suspended","Not Listed"
"6246","531340","undefined","Bervin Investments & Leasing Ltd","Bervin Invest.","Company","INE348I01018","X","28.89","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"6454","531373","BYKE","The Byke Hospitality Ltd","The Byke Hospi.","Company","INE319B01014","T","170.69","Small Cap","HOTEL","00000031","Hospitality","00000170","Hotels - Small","Y","Y","Active","Active"
"6709","512271","undefined","Tashi India Ltd","Tashi India","Company","INE552H01017","XT","8.65","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"7045","506184","KANANIIND","Kanani Industries Ltd","Kanani Industrie","Company","INE879E01037","B","29.48","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000087","Diamond Cutting / Jewellery - Medium / Small","Y","Y","Active","Active"
"7214","531724","undefined","HRB Floriculture Ltd","HRB Floriculture","Company","INE284D01016","Z","2.05","Small Cap","FIN","00000026","Agriculture","00000143","Finance - Investment / Others","Y","N","Suspended","Not Listed"
"7299","531913","undefined","Castora Agri Commodities Ltd","Castora Agri Commodities","Company","INE641H01018","XT","4.92","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"7575","538540","undefined","Raama Finance Ltd","Raama Finance","Company","INE516P01015","XT","141.95","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"7616","531971","undefined","Popees Baby Care India Ltd","Popees Baby Care India","Company","INE167F01018","XT","147.06","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","N","Suspended","Not Listed"
"7636","544320","CARRARO","Carraro India Ltd","Carraro India","Company","INE0V7W01012","B","3025.35","Small Cap","MAN","00000004","Auto Ancillaries","00000031","Auto Ancillaries - Others","Y","Y","Active","Active"
"7708","534064","undefined","Alliance Integrated Metaliks Ltd","Alliance Integ.","Company","INE123D01024","XT","90.05","Small Cap","MAN","00000057","Steel","00000260","Steel - Medium / Small","Y","N","Active","Not Listed"
"12059","526371","NMDC","NMDC Ltd","NMDC","Company","INE584A01023","A","74158.98","Mid Cap","MAN","00000038","Metal","00000195","Mining / Minerals","Y","Y","Active","Active"
"12122","531426","TNPL","Tamil Nadu Newsprint & Papers Ltd","T N Newsprint","Company","INE107A01015","B","976.22","Small Cap","MAN","00000044","Paper","00000213","Paper - Large","Y","Y","Active","Active"
"4707","511738","undefined","Mehta Securities Ltd","Mehta Securities","Company","INE241B01010","X","6.83","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Active","Not Listed"
"4858","540026","undefined","Ladam Affordable Housing Ltd","Ladam Affordab.","Company","INE213U01019","X","12.98","Small Cap","MAN","00000051","Realty","00000079","Construction - Housing - Medium / Small","Y","N","Active","Not Listed"
"4928","530251","undefined","Risa International Ltd","Risa Internatio.","Company","INE001O01029","X","7.02","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"4997","530361","undefined","Prabhhans Industries Ltd","Prabhhans Inds","Company","INE428P01013","XT","24.81","Small Cap","MAN","00000062","Textiles","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"5050","530421","undefined","Kuwer Industries Ltd","Kuwer Industries","Company","INE430F01010","X","9.37","Small Cap","MAN","00000042","Packaging","00000211","Packaging - Others","Y","N","Active","Not Listed"
"5092","530745","ACSTECH","ACS Technologies Ltd","ACS Tech","Company","INE366C01021","B","352.88","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
